0.763158,1.97368,0,0.984884
0.763158,1.92105,0,0.954599
0.763158,1.86842,0,0.924154
0.763158,1.81579,0,0.893436
0.763158,1.76316,0,0.862328
0.763158,1.71053,0,0.830701
0.763158,1.65789,0,0.798413
0.763158,1.60526,0,0.76531
0.763158,1.55263,0,0.731216
0.763158,1.5,0,0.695938
0.763158,1.44737,0,0.65926
0.763158,1.39474,0,0.62095
0.763158,1.34211,0,0.580766
0.763158,1.28947,0,0.538472
0.763158,1.23684,0,0.49388
0.763158,1.18421,0,0.446912
0.763158,1.13158,0,0.397716
0.763158,1.07895,0,0.346847
0.763158,1.02632,0,0.295475
0.763158,1,0,0.27048
0.763158,0.973684,0,0.269159
0.763158,0.921053,0,0.2679
0.763158,0.868421,0,0.266137
0.763158,0.815789,0,0.262701
0.763158,0.763158,0,0.257038
0.763158,0.710526,0,0.248999
0.763158,0.657895,0,0.23866
0.763158,0.605263,0,0.226213
0.763158,0.552632,0,0.211892
0.763158,0.5,0,0.195938
0.763158,0.447368,0,0.178585
0.763158,0.394737,0,0.160047
0.763158,0.342105,0,0.140519
0.763158,0.289474,0,0.120174
0.763158,0.236842,0,0.09917
0.763158,0.184211,0,0.0776467
0.763158,0.131579,0,0.0557327
0.763158,0.0789474,0,0.0335466
0.763158,0.0263158,0,0.0111999
