144,0,0
176,0,0
208,0,0
223,0,0
255,0,0
255,16,0
255,48,0
255,80,0
255,95,0
255,127,0
255,159,0
255,176,0
255,208,0
255,240,0
255,255,0
240,255,31
208,255,63
176,255,95
159,255,112
127,255,144
112,255,159
95,255,176
80,255,191
48,255,223
31,255,240
0,255,255
0,240,255
0,208,255
0,191,255
0,159,255
0,144,255
0,112,255
0,95,255
0,63,255
0,48,255
0,16,255
0,0,255
0,0,223
0,0,191
0,0,176
0,0,144
0,0,144
