0.5,0.973684,0,0.486842
0.5,0.921053,0,0.460526
0.5,0.868421,0,0.434211
0.5,0.815789,0,0.407895
0.5,0.763158,0,0.381579
0.5,0.710526,0,0.355263
0.5,0.657895,0,0.328947
0.5,0.605263,0,0.302632
0.5,0.552632,0,0.276316
0.5,0.5,0,0.25
0.5,0.447368,0,0.223684
0.5,0.394737,0,0.197368
0.5,0.342105,0,0.171053
0.5,0.289474,0,0.144737
0.5,0.236842,0,0.118421
0.5,0.184211,0,0.0921053
0.5,0.131579,0,0.0657895
0.5,0.0789474,0,0.0394737
0.5,0.0263158,0,0.0131579
0.5,1.97368,0,0.986842
0.5,1.92105,0,0.960526
0.5,1.86842,0,0.934211
0.5,1.81579,0,0.907895
0.5,1.76316,0,0.881579
0.5,1.71053,0,0.855263
0.5,1.65789,0,0.828947
0.5,1.60526,0,0.802632
0.5,1.55263,0,0.776316
0.5,1.5,0,0.75
0.5,1.44737,0,0.723684
0.5,1.39474,0,0.697368
0.5,1.34211,0,0.671053
0.5,1.28947,0,0.644737
0.5,1.23684,0,0.618421
0.5,1.18421,0,0.592105
0.5,1.13158,0,0.565789
0.5,1.07895,0,0.539474
0.5,1.02632,0,0.513158
0.5,1,0,0.5
