0.0263158,1.28947,0,0.795904
0.0789474,1.28947,0,0.790825
0.131579,1.28947,0,0.78114
0.184211,1.28947,0,0.767595
0.236842,1.28947,0,0.751001
0.289474,1.28947,0,0.732109
0.342105,1.28947,0,0.711556
0.394737,1.28947,0,0.689866
0.447368,1.28947,0,0.66747
0.5,1.28947,0,0.644737
0.552632,1.28947,0,0.622004
0.605263,1.28947,0,0.599608
0.657895,1.28947,0,0.577918
0.710526,1.28947,0,0.557365
0.763158,1.28947,0,0.538472
0.815789,1.28947,0,0.521879
0.868421,1.28947,0,0.508334
0.921053,1.28947,0,0.498649
0.973684,1.28947,0,0.49357
