0.0263158,1.23684,0,0.799178
0.0789474,1.23684,0,0.792555
0.131579,1.23684,0,0.780172
0.184211,1.23684,0,0.763245
0.236842,1.23684,0,0.742962
0.289474,1.23684,0,0.720302
0.342105,1.23684,0,0.696018
0.394737,1.23684,0,0.670675
0.447368,1.23684,0,0.644696
0.5,1.23684,0,0.618421
0.552632,1.23684,0,0.592146
0.605263,1.23684,0,0.566167
0.657895,1.23684,0,0.540824
0.710526,1.23684,0,0.516541
0.763158,1.23684,0,0.49388
0.815789,1.23684,0,0.473597
0.868421,1.23684,0,0.456671
0.921053,1.23684,0,0.444287
0.973684,1.23684,0,0.437665
