0.0263158,0.710526,0,0.50643
0.0789474,0.710526,0,0.501351
0.131579,0.710526,0,0.491666
0.184211,0.710526,0,0.478121
0.236842,0.710526,0,0.461528
0.289474,0.710526,0,0.442635
0.342105,0.710526,0,0.422082
0.394737,0.710526,0,0.400392
0.447368,0.710526,0,0.377996
0.5,0.710526,0,0.355263
0.552632,0.710526,0,0.33253
0.605263,0.710526,0,0.310134
0.657895,0.710526,0,0.288444
0.710526,0.710526,0,0.267891
0.763158,0.710526,0,0.248999
0.815789,0.710526,0,0.232405
0.868421,0.710526,0,0.21886
0.921053,0.710526,0,0.209175
0.973684,0.710526,0,0.204096
