0.0263158,0.687567568,0,0.484261767
0.0789474,0.687567568,0,0.479649884
0.131579,0.687567568,0,0.470813614
0.184211,0.687567568,0,0.45838925
0.236842,0.687567568,0,0.443078722
0.289474,0.687567568,0,0.425551511
0.342105,0.687567568,0,0.406397017
0.394737,0.687567568,0,0.386112501
0.447368,0.687567568,0,0.365118497
0.5,0.687567568,0,0.343783566
0.552632,0.687567568,0,0.322449071
0.605263,0.687567568,0,0.301455066
0.657895,0.687567568,0,0.281170115
0.710526,0.687567568,0,0.26201562
0.763158,0.687567568,0,0.244488973
0.815789,0.687567568,0,0.229177881
0.868421,0.687567568,0,0.216753954
0.921053,0.687567568,0,0.207920882
0.973684,0.687567568,0,0.203308632
